2016-10-14,0
2016-10-15,0
2016-10-16,0
2016-10-17,0
2016-10-18,0
2016-10-19,0
2016-10-20,0
2016-10-21,0
2016-10-22,0
2016-10-23,0
2016-10-24,0
2016-10-25,0
2016-10-26,0
2016-10-27,0
2016-10-28,0
2016-10-29,0
2016-10-30,0
2016-10-31,0
2016-11-01,0
2016-11-02,0
2016-11-03,0
2016-11-04,0
2016-11-05,0
2016-11-06,0
2016-11-07,0
2016-11-08,0
2016-11-09,0
2016-11-10,6
2016-11-11,0
2016-11-12,0
2016-11-13,0
2016-11-14,1
2016-11-15,4
2016-11-16,0
2016-11-17,1
2016-11-18,0
2016-11-19,0
2016-11-20,0
2016-11-21,1
2016-11-22,0
2016-11-23,0
2016-11-24,0
2016-11-25,0
2016-11-26,0
2016-11-27,0
2016-11-28,0
2016-11-29,0
2016-11-30,0
2016-12-01,0
2016-12-02,0
2016-12-03,0
2016-12-04,0
2016-12-05,0
2016-12-06,0
2016-12-07,0
2016-12-08,0
2016-12-09,0
2016-12-10,0
2016-12-11,0
2016-12-12,0
2016-12-13,0
2016-12-14,12
2016-12-15,7
2016-12-16,0
2016-12-17,0
2016-12-18,0
2016-12-19,0
2016-12-20,0
2016-12-21,0
2016-12-22,0
2016-12-23,0
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,0
2016-12-28,8
2016-12-29,0
2016-12-30,0
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,0
2017-01-04,0
2017-01-05,3
2017-01-06,0
2017-01-07,0
2017-01-08,0
2017-01-09,0
2017-01-10,0
2017-01-11,0
2017-01-12,0
2017-01-13,0
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,0
2017-01-18,0
2017-01-19,0
2017-01-20,3
2017-01-21,0
2017-01-22,0
2017-01-23,0
2017-01-24,0
2017-01-25,0
2017-01-26,0
2017-01-27,0
2017-01-28,0
2017-01-29,1
2017-01-30,3
2017-01-31,5
2017-02-01,0
2017-02-02,1
2017-02-03,0
2017-02-04,0
2017-02-05,0
2017-02-06,1
2017-02-07,4
2017-02-08,6
2017-02-09,6
2017-02-10,1
2017-02-11,0
2017-02-12,0
2017-02-13,2
2017-02-14,0
2017-02-15,3
2017-02-16,1
2017-02-17,1
2017-02-18,0
2017-02-19,0
2017-02-20,1
2017-02-21,1
2017-02-22,1
2017-02-23,0
2017-02-24,0
2017-02-25,0
2017-02-26,0
2017-02-27,0
2017-02-28,0
2017-03-01,0
2017-03-02,1
2017-03-03,0
2017-03-04,0
2017-03-05,0
2017-03-06,5
2017-03-07,4
2017-03-08,1
2017-03-09,0
2017-03-10,0
2017-03-11,0
2017-03-12,0
2017-03-13,0
2017-03-14,1
2017-03-15,0
2017-03-16,1
2017-03-17,2
2017-03-18,0
2017-03-19,0
2017-03-20,0
2017-03-21,0
2017-03-22,0
2017-03-23,0
2017-03-24,0
2017-03-25,0
2017-03-26,0
2017-03-27,5
2017-03-28,0
2017-03-29,0
2017-03-30,1
2017-03-31,3
2017-04-01,0
2017-04-02,0
2017-04-03,0
2017-04-04,0
2017-04-05,1
2017-04-06,0
2017-04-07,6
2017-04-08,8
2017-04-09,0
2017-04-10,4
2017-04-11,0
2017-04-12,6
2017-04-13,1
2017-04-14,2
2017-04-15,1
2017-04-16,0
2017-04-17,4
2017-04-18,0
2017-04-19,0
2017-04-20,7
2017-04-21,4
2017-04-22,0
2017-04-23,0
2017-04-24,0
2017-04-25,9
2017-04-26,5
2017-04-27,5
2017-04-28,3
2017-04-29,1
2017-04-30,4
2017-05-01,6
2017-05-02,0
2017-05-03,1
2017-05-04,7
2017-05-05,10
2017-05-06,1
2017-05-07,37
2017-05-08,5
2017-05-09,7
